year,universityId,subjectAreaId,subjectId,amount
2012,708405,18,18,6
2013,708405,18,18,17
2014,708405,18,18,7
2015,708405,18,18,18
2016,708405,18,18,9
2017,708405,18,18,25
2018,708405,18,18,13
2019,708405,18,18,33
2020,708405,18,18,23
2021,708405,18,18,22
2012,708405,19,19,2
2013,708405,19,19,2
2014,708405,19,19,1
2015,708405,19,19,2
2016,708405,19,19,4
2017,708405,19,19,4
2018,708405,19,19,5
2019,708405,19,19,1
2020,708405,19,19,3
2021,708405,19,19,3
2012,708405,20,20,19
2013,708405,20,20,37
2014,708405,20,20,42
2015,708405,20,20,54
2016,708405,20,20,60
2017,708405,20,20,64
2018,708405,20,20,70
2019,708405,20,20,67
2020,708405,20,20,88
2021,708405,20,20,89
2012,708405,21,21,2
2013,708405,21,21,1
2014,708405,21,21,3
2015,708405,21,21,0
2016,708405,21,21,5
2017,708405,21,21,4
2018,708405,21,21,8
2019,708405,21,21,13
2020,708405,21,21,27
2021,708405,21,21,41
2012,708405,22,22,10
2013,708405,22,22,23
2014,708405,22,22,18
2015,708405,22,22,27
2016,708405,22,22,17
2017,708405,22,22,36
2018,708405,22,22,24
2019,708405,22,22,51
2020,708405,22,22,34
2021,708405,22,22,45
2012,708405,23,23,3
2013,708405,23,23,6
2014,708405,23,23,6
2015,708405,23,23,9
2016,708405,23,23,13
2017,708405,23,23,8
2018,708405,23,23,17
2019,708405,23,23,25
2020,708405,23,23,37
2021,708405,23,23,38
2012,708405,24,24,0
2013,708405,24,24,0
2014,708405,24,24,0
2015,708405,24,24,5
2016,708405,24,24,1
2017,708405,24,24,3
2018,708405,24,24,0
2019,708405,24,24,6
2020,708405,24,24,6
2021,708405,24,24,3
2012,708405,25,25,2
2013,708405,25,25,5
2014,708405,25,25,6
2015,708405,25,25,5
2016,708405,25,25,3
2017,708405,25,25,3
2018,708405,25,25,9
2019,708405,25,25,5
2020,708405,25,25,11
2021,708405,25,25,22
2012,708405,26,26,23
2013,708405,26,26,23
2014,708405,26,26,11
2015,708405,26,26,24
2016,708405,26,26,14
2017,708405,26,26,35
2018,708405,26,26,24
2019,708405,26,26,36
2020,708405,26,26,28
2021,708405,26,26,40
2012,708405,27,27,0
2013,708405,27,27,1
2014,708405,27,27,0
2015,708405,27,27,4
2016,708405,27,27,3
2017,708405,27,27,6
2018,708405,27,27,3
2019,708405,27,27,0
2020,708405,27,27,9
2021,708405,27,27,11
2012,708405,28,28,0
2013,708405,28,28,0
2014,708405,28,28,0
2015,708405,28,28,0
2016,708405,28,28,0
2017,708405,28,28,0
2018,708405,28,28,1
2019,708405,28,28,2
2020,708405,28,28,2
2021,708405,28,28,0
2012,708405,29,29,0
2013,708405,29,29,0
2014,708405,29,29,1
2015,708405,29,29,0
2016,708405,29,29,0
2017,708405,29,29,3
2018,708405,29,29,3
2019,708405,29,29,4
2020,708405,29,29,3
2021,708405,29,29,3
2012,708405,30,30,0
2013,708405,30,30,0
2014,708405,30,30,1
2015,708405,30,30,1
2016,708405,30,30,0
2017,708405,30,30,1
2018,708405,30,30,1
2019,708405,30,30,3
2020,708405,30,30,1
2021,708405,30,30,3
2012,708405,31,31,2
2013,708405,31,31,1
2014,708405,31,31,0
2015,708405,31,31,0
2016,708405,31,31,1
2017,708405,31,31,2
2018,708405,31,31,6
2019,708405,31,31,8
2020,708405,31,31,10
2021,708405,31,31,17
2012,708405,32,32,0
2013,708405,32,32,1
2014,708405,32,32,0
2015,708405,32,32,0
2016,708405,32,32,3
2017,708405,32,32,4
2018,708405,32,32,4
2019,708405,32,32,2
2020,708405,32,32,3
2021,708405,32,32,15
2012,708405,33,33,17
2013,708405,33,33,9
2014,708405,33,33,21
2015,708405,33,33,40
2016,708405,33,33,36
2017,708405,33,33,37
2018,708405,33,33,42
2019,708405,33,33,43
2020,708405,33,33,49
2021,708405,33,33,85
2012,708405,34,34,0
2013,708405,34,34,0
2014,708405,34,34,0
2015,708405,34,34,0
2016,708405,34,34,0
2017,708405,34,34,0
2018,708405,34,34,0
2019,708405,34,34,1
2020,708405,34,34,1
2021,708405,34,34,1
2012,708405,35,35,1
2013,708405,35,35,0
2014,708405,35,35,0
2015,708405,35,35,0
2016,708405,35,35,0
2017,708405,35,35,0
2018,708405,35,35,0
2019,708405,35,35,0
2020,708405,35,35,0
2021,708405,35,35,0
2012,708405,36,36,0
2013,708405,36,36,0
2014,708405,36,36,0
2015,708405,36,36,0
2016,708405,36,36,0
2017,708405,36,36,0
2018,708405,36,36,0
2019,708405,36,36,4
2020,708405,36,36,5
2021,708405,36,36,4
2012,327002,10,10,7
2013,327002,10,10,6
2014,327002,10,10,15
2015,327002,10,10,32
2016,327002,10,10,15
2017,327002,10,10,32
2018,327002,10,10,15
2019,327002,10,10,28
2020,327002,10,10,22
2021,327002,10,10,44
2012,327002,11,11,12
2013,327002,11,11,14
2014,327002,11,11,24
2015,327002,11,11,27
2016,327002,11,11,44
2017,327002,11,11,25
2018,327002,11,11,33
2019,327002,11,11,49
2020,327002,11,11,45
2021,327002,11,11,43
2012,327002,12,12,4
2013,327002,12,12,11
2014,327002,12,12,7
2015,327002,12,12,11
2016,327002,12,12,14
2017,327002,12,12,15
2018,327002,12,12,15
2019,327002,12,12,20
2020,327002,12,12,15
2021,327002,12,12,31
2012,327002,13,13,54
2013,327002,13,13,58
2014,327002,13,13,53
2015,327002,13,13,63
2016,327002,13,13,76
2017,327002,13,13,62
2018,327002,13,13,72
2019,327002,13,13,66
2020,327002,13,13,99
2021,327002,13,13,162
2012,327002,14,14,11
2013,327002,14,14,20
2014,327002,14,14,24
2015,327002,14,14,16
2016,327002,14,14,20
2017,327002,14,14,28
2018,327002,14,14,39
2019,327002,14,14,27
2020,327002,14,14,46
2021,327002,14,14,39
2012,327002,15,15,56
2013,327002,15,15,85
2014,327002,15,15,89
2015,327002,15,15,132
2016,327002,15,15,141
2017,327002,15,15,173
2018,327002,15,15,169
2019,327002,15,15,157
2020,327002,15,15,151
2021,327002,15,15,146
2012,327002,16,16,189
2013,327002,16,16,193
2014,327002,16,16,225
2015,327002,16,16,236
2016,327002,16,16,287
2017,327002,16,16,281
2018,327002,16,16,292
2019,327002,16,16,326
2020,327002,16,16,274
2021,327002,16,16,254
2012,327002,17,17,422
2013,327002,17,17,443
2014,327002,17,17,501
2015,327002,17,17,512
2016,327002,17,17,562
2017,327002,17,17,502
2018,327002,17,17,561
2019,327002,17,17,491
2020,327002,17,17,495
2021,327002,17,17,525
2012,327002,18,18,17
2013,327002,18,18,19
2014,327002,18,18,25
2015,327002,18,18,17
2016,327002,18,18,24
2017,327002,18,18,30
2018,327002,18,18,81
2019,327002,18,18,26
2020,327002,18,18,50
2021,327002,18,18,56
2012,327002,19,19,180
2013,327002,19,19,246
2014,327002,19,19,223
2015,327002,19,19,231
2016,327002,19,19,393
2017,327002,19,19,458
2018,327002,19,19,463
2019,327002,19,19,459
2020,327002,19,19,290
2021,327002,19,19,290
2012,327002,20,20,7
2013,327002,20,20,4
2014,327002,20,20,12
2015,327002,20,20,8
2016,327002,20,20,11
2017,327002,20,20,26
2018,327002,20,20,33
2019,327002,20,20,30
2020,327002,20,20,17
2021,327002,20,20,25
2012,327002,21,21,47
2013,327002,21,21,54
2014,327002,21,21,59
2015,327002,21,21,98
2016,327002,21,21,210
2017,327002,21,21,236
2018,327002,21,21,272
2019,327002,21,21,279
2020,327002,21,21,271
2021,327002,21,21,402
2012,327002,22,22,563
2013,327002,22,22,616
2014,327002,22,22,761
2015,327002,22,22,805
2016,327002,22,22,896
2017,327002,22,22,794
2018,327002,22,22,963
2019,327002,22,22,803
2020,327002,22,22,932
2021,327002,22,22,1025
2012,327002,23,23,64
2013,327002,23,23,81
2014,327002,23,23,99
2015,327002,23,23,102
2016,327002,23,23,232
2017,327002,23,23,275
2018,327002,23,23,272
2019,327002,23,23,349
2020,327002,23,23,208
2021,327002,23,23,193
2012,327002,24,24,0
2013,327002,24,24,5
2014,327002,24,24,5
2015,327002,24,24,4
2016,327002,24,24,6
2017,327002,24,24,5
2018,327002,24,24,6
2019,327002,24,24,6
2020,327002,24,24,6
2021,327002,24,24,4
2012,327002,25,25,449
2013,327002,25,25,528
2014,327002,25,25,617
2015,327002,25,25,693
2016,327002,25,25,719
2017,327002,25,25,642
2018,327002,25,25,678
2019,327002,25,25,604
2020,327002,25,25,621
2021,327002,25,25,598
2012,327002,26,26,248
2013,327002,26,26,223
2014,327002,26,26,287
2015,327002,26,26,294
2016,327002,26,26,353
2017,327002,26,26,341
2018,327002,26,26,373
2019,327002,26,26,358
2020,327002,26,26,469
2021,327002,26,26,588
2012,327002,27,27,46
2013,327002,27,27,53
2014,327002,27,27,54
2015,327002,27,27,65
2016,327002,27,27,76
2017,327002,27,27,62
2018,327002,27,27,58
2019,327002,27,27,43
2020,327002,27,27,49
2021,327002,27,27,60
2012,327002,28,28,9
2013,327002,28,28,9
2014,327002,28,28,11
2015,327002,28,28,12
2016,327002,28,28,7
2017,327002,28,28,7
2018,327002,28,28,5
2019,327002,28,28,14
2020,327002,28,28,8
2021,327002,28,28,12
2012,327002,29,29,1
2013,327002,29,29,2
2014,327002,29,29,1
2015,327002,29,29,0
2016,327002,29,29,0
2017,327002,29,29,0
2018,327002,29,29,0
2019,327002,29,29,1
2020,327002,29,29,0
2021,327002,29,29,3
2012,327002,30,30,5
2013,327002,30,30,11
2014,327002,30,30,6
2015,327002,30,30,11
2016,327002,30,30,13
2017,327002,30,30,14
2018,327002,30,30,12
2019,327002,30,30,13
2020,327002,30,30,7
2021,327002,30,30,29
2012,327002,31,31,616
2013,327002,31,31,649
2014,327002,31,31,751
2015,327002,31,31,718
2016,327002,31,31,869
2017,327002,31,31,745
2018,327002,31,31,772
2019,327002,31,31,694
2020,327002,31,31,747
2021,327002,31,31,908
2012,327002,32,32,1
2013,327002,32,32,1
2014,327002,32,32,0
2015,327002,32,32,3
2016,327002,32,32,3
2017,327002,32,32,11
2018,327002,32,32,4
2019,327002,32,32,7
2020,327002,32,32,4
2021,327002,32,32,2
2012,327002,33,33,29
2013,327002,33,33,19
2014,327002,33,33,40
2015,327002,33,33,31
2016,327002,33,33,47
2017,327002,33,33,60
2018,327002,33,33,107
2019,327002,33,33,69
2020,327002,33,33,72
2021,327002,33,33,93
2012,327002,34,34,1
2013,327002,34,34,1
2014,327002,34,34,0
2015,327002,34,34,1
2016,327002,34,34,0
2017,327002,34,34,1
2018,327002,34,34,1
2019,327002,34,34,0
2020,327002,34,34,1
2021,327002,34,34,3
2012,327002,35,35,1
2013,327002,35,35,0
2014,327002,35,35,0
2015,327002,35,35,0
2016,327002,35,35,0
2017,327002,35,35,1
2018,327002,35,35,2
2019,327002,35,35,0
2020,327002,35,35,1
2021,327002,35,35,2
2012,327002,36,36,3
2013,327002,36,36,11
2014,327002,36,36,2
2015,327002,36,36,9
2016,327002,36,36,11
2017,327002,36,36,8
2018,327002,36,36,16
2019,327002,36,36,5
2020,327002,36,36,6
2021,327002,36,36,10
